job_id,platform,company,title,location,job_url,application_url,job_posted_date,jd_text,notes
seek_scrape_001,seek,Tanda,Tanda Graduate Entry Roles (May - July 2026 Start),"Fortitude Valley, Brisbane QLD",https://www.seek.com.au/job/91462061,https://www.seek.com.au/job/91462061,2026-04-13,"About Tanda

Tanda is an established, fast-growing tech company. Our mission is to eliminate employment friction so businesses can employ with confidence. We are doing this by building Australia’s leading all-in-one workforce management platform.

The key parts of our platform include rostering, time & attendance, staffing optimisation, employee engagement, payroll, and labour compliance. Most of our activities centre around engineering, marketing, sales, research, and supporting functions. 

We service thousands of Australian clients from our Brisbane headquarters and globally with offices in Chicago and London.

This is an on-site position located at our Brisbane headquarters.

Tanda Graduate Role

As a Tanda graduate, you'll gain broad exposure to our business and direct customer interaction from your first week. We offer graduate roles in Sales and Customer Success.

In our Sales team, you'll drive sales development by engaging with prospective clients via phone and email.

In our Customer Success team, you'll join an experienced group managing customer inquiries through chat, email, and phone.

Both roles provide valuable insights into the Tanda customer journey and how our software is used across various industries. 

Previous graduates now thrive in a variety of roles across the company, such as Account Executive, Implementation Consultant, and Account Manager. They also lead teams both locally in Brisbane and globally in our other offices. 

Benefits

✓ Real projects:  We hire graduates based on real demand, not based on arbitrary hiring rounds

✓ Mentoring & Training: You will have access to a diverse pool of colleagues and mentors that will help guide you through your early career

✓ Experience: You won’t be shielded from customers or responsibility

✓ Growth: Prior graduates are now leading teams both locally and in our global offices

✓ Culture: You will be part of a team that is passionate about what they do and don’t suffer boredom easily


Your mentors

Your transition from student to software professional will be guided by experienced mentors who are dedicated to your success. They will help you gain broad exposure to the business of building, selling, and supporting market-leading software.

Our graduate mentors include:


David Fleming Head of Sales and Marketing

David has over 20 years experience in sales & marketing.  His experience spans agency work in advertising as well as talent management for international sports stars. Prior to joining Tanda David scaled and later sold his own tech company to the NYSE listed Equifax.


Izzy McCarthy Head of Customer Success

Having completed a dual degree in Business and Media and Communications from QUT, Izzy leads Tanda’s customer success team and has over 4 years experience at Tanda across sales and customer success.


Nick Braban Industry Partnerships

Prior to joining Tanda, Nick was a Tanda customer, working as the General Manager of a hospitality group.   Across a 20  year career in hospitality, Nick has managed local venues including managing the GPO Hotel, The Wickham Hotel, The Met nightclub as well as owning his own venues.


Requirements

A bachelor’s degree in any discipline completed within the last 12 months.

Start dates will be between April and June 2026.",quick_apply_detected
